@relation mesocyclone

@relation baseHt real
@relation depth real
@relation coreDepth real
@relation baseDiam real
@relation baseShear real
@relation baseVrot real
@relation baseGTGVD real
@relation maxShear real
@relation maxVrot real
@relation meanStrength real
@relation MaxStrength real
@relation meanReflectivity real
@relation maxReflectivity real
@relation class real

  0.731541   0.776389   0.088928   2.015719  -1.089904  -1.368437  -1.083392  -1.216824  -0.964082  -0.546667  -0.899003  -0.041702   0.066458 
 -1.096464  -1.412509  -1.888608  -1.200344   1.651459  -0.316810  -0.886870   1.216122  -0.759518  -0.297205  -0.187476  -2.105743  -2.070095 
 -1.096464  -1.387051  -1.838585  -1.171970   1.606322  -0.199963  -0.231796   1.432645  -0.248108   0.201718   0.168288  -2.404259  -2.313532 
 -1.094990  -1.289488  -1.644746  -1.114180   0.775011  -0.725776  -0.428318   0.401435  -1.066364  -0.546667  -0.543239  -1.888259  -1.939583 
 -1.066581   0.732580   0.008771   0.657388  -0.925138  -1.193166  -0.886870  -1.178910  -1.526632  -0.796129  -0.543239   0.697518   0.502237 
 -1.096451  -1.374366  -1.813639  -1.262653   2.521724  -0.024692  -0.624840   2.025062  -0.503813  -0.297205  -0.187476  -1.938140  -1.492829 
 -1.095672  -1.308121  -1.682345  -1.236980   1.388733  -0.725776  -0.362810   1.317687  -1.117505  -0.546667  -0.543239  -2.163449  -2.199824 
 -1.094360  -1.239086  -1.544799  -0.412498  -0.425106  -0.784200  -0.493825   0.346460  -1.015223  -0.546667  -0.543239  -2.079812  -1.989813 
 -1.094622  -1.375623  -1.813468  -1.138173   1.173745  -0.433658  -0.952377   0.772072  -0.861800  -0.297205  -0.187476  -1.952982  -1.846746 
 -1.095949  -1.374648  -1.813468  -0.368564   0.246224   0.910087   0.881831   0.087917   0.314442   0.201718   0.524051  -2.130723  -1.759738 
 -1.096263  -1.368052  -1.800960  -1.044831   0.333625  -0.959471  -0.690348   0.456315  -1.066364  -0.546667  -0.543239  -2.357132  -2.337388 
 -1.095721  -1.333439  -1.732166  -1.151374   1.424840  -0.258387  -0.362810   1.005472  -0.503813  -0.047743  -0.187476  -2.311914  -2.126797 
 -1.066391   1.019360   0.303288   4.884327  -1.106769  -0.433658  -0.559333  -1.248373  -0.861800  -0.546667  -0.543239   0.344151   0.329487 
 -1.095349  -1.333790  -1.732316  -1.296715   2.625947  -0.199963  -0.035273   2.121941  -0.657236  -0.047743  -0.187476  -2.070849  -2.404365 
 -1.070178   0.626921  -0.143540   1.729183  -0.612890   1.552748   1.143861  -0.888665   0.876993   0.201718   0.524051   0.428531   0.534126 
 -1.067446   1.606829   1.788710   1.640702  -0.990380  -0.901048  -0.755855  -1.141875  -0.043544  -0.546667  -0.187476   0.711186   0.250757 
 -1.096389  -1.349001  -1.763707  -1.104361   0.284627  -1.193166  -1.148900   0.554811  -1.526632  -1.045591  -0.899003  -1.807232  -1.272060 
  1.557205   0.376886   1.622450  -0.723810   0.169601  -0.258387   0.423279  -0.161313  -0.708377   0.451180   0.168288  -1.104030  -1.240339 
